,日期,天气状况,气温,风力风向
2006,2016年06月29日,雷阵雨/阴,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2007,2016年06月30日,多云/多云,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2008,2016年07月01日,多云/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2009,2016年07月02日,晴/多云,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2010,2016年07月03日,雷阵雨/雷阵雨,31℃/23℃,无持续风向≤3级/无持续风向≤3级
2011,2016年07月04日,阴/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2012,2016年07月05日,霾/霾,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2013,2016年07月06日,晴/霾,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014,2016年07月07日,晴/霾,33℃/23℃,无持续风向≤3级/无持续风向≤3级
2015,2016年07月08日,多云/霾,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2016,2016年07月09日,多云/霾,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2017,2016年07月10日,多云/霾,36℃/26℃,南风3-4级/无持续风向≤3级
2018,2016年07月11日,多云/雷阵雨,36℃/24℃,无持续风向≤3级/无持续风向≤3级
2019,2016年07月12日,雷阵雨/晴,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2020,2016年07月13日,晴/多云,35℃/24℃,无持续风向≤3级/无持续风向≤3级
2021,2016年07月14日,阵雨/阵雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2022,2016年07月15日,阵雨/阴,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2023,2016年07月16日,阵雨/阵雨,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2024,2016年07月17日,阴/多云,31℃/23℃,无持续风向≤3级/无持续风向≤3级
2025,2016年07月18日,晴/雷阵雨,33℃/23℃,无持续风向≤3级/无持续风向≤3级
2026,2016年07月19日,雷阵雨/大雨,26℃/22℃,无持续风向≤3级/无持续风向≤3级
2027,2016年07月20日,暴雨/小到中雨,24℃/20℃,东北风3-4级/北风3-4级
2028,2016年07月21日,阵雨/阵雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2029,2016年07月22日,多云/雷阵雨,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2030,2016年07月23日,阴/雷阵雨,33℃/26℃,无持续风向≤3级/无持续风向≤3级
2031,2016年07月24日,雷阵雨/暴雨,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2032,2016年07月25日,阵雨/多云,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2033,2016年07月26日,晴/晴,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2034,2016年07月27日,多云/多云,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2035,2016年07月28日,雷阵雨/雷阵雨,33℃/23℃,无持续风向≤3级/无持续风向≤3级
2036,2016年07月29日,多云/雷阵雨,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2037,2016年07月30日,雷阵雨/雷阵雨,30℃/25℃,无持续风向≤3级/无持续风向≤3级
2038,2016年07月31日,阴/雷阵雨,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2039,2016年08月01日,阴/多云,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2040,2016年08月02日,晴/晴,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2041,2016年08月03日,晴/晴,34℃/25℃,无持续风向≤3级/无持续风向≤3级
2042,2016年08月04日,晴/多云,33℃/25℃,无持续风向≤3级/无持续风向≤3级
2043,2016年08月05日,多云/多云,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2044,2016年08月06日,多云/中雨,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2045,2016年08月07日,阴/晴,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2046,2016年08月08日,阴/阴,30℃/23℃,无持续风向≤3级/无持续风向≤3级
2047,2016年08月09日,晴/多云,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2048,2016年08月10日,多云/多云,33℃/26℃,无持续风向≤3级/无持续风向≤3级
2049,2016年08月11日,阵雨/雷阵雨,33℃/27℃,无持续风向≤3级/无持续风向≤3级
2050,2016年08月12日,雷阵雨/阴,31℃/25℃,无持续风向≤3级/无持续风向≤3级
2051,2016年08月13日,多云/阴,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2052,2016年08月14日,多云/多云,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2053,2016年08月15日,阵雨/多云,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2054,2016年08月16日,晴/晴,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2055,2016年08月17日,阵雨/中雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2056,2016年08月18日,大雨/小雨,25℃/22℃,无持续风向≤3级/无持续风向≤3级
2057,2016年08月19日,晴/晴,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2058,2016年08月20日,多云/晴,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2059,2016年08月21日,晴/多云,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2060,2016年08月22日,多云/阴,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2061,2016年08月23日,阵雨/阴,30℃/24℃,无持续风向≤3级/无持续风向≤3级
2062,2016年08月24日,多云/雷阵雨,32℃/24℃,无持续风向≤3级/北风4-5级
2063,2016年08月25日,多云/晴,31℃/18℃,北风4-5级/无持续风向≤3级
2064,2016年08月26日,晴/多云,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2065,2016年08月27日,晴/多云,31℃/20℃,无持续风向≤3级/无持续风向≤3级
2066,2016年08月28日,晴/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
2067,2016年08月29日,晴/多云,31℃/19℃,无持续风向≤3级/无持续风向≤3级
2068,2016年08月30日,多云/晴,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2069,2016年08月31日,晴/阴,33℃/20℃,北风3-4级/北风3-4级
2070,2016年09月01日,阴/阴,27℃/19℃,北风3-4级/无持续风向≤3级
2071,2016年09月02日,多云/多云,28℃/18℃,无持续风向≤3级/无持续风向≤3级
2072,2016年09月03日,晴/阴,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2073,2016年09月04日,雷阵雨/多云,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2074,2016年09月05日,晴/多云,31℃/20℃,无持续风向≤3级/无持续风向≤3级
2075,2016年09月06日,多云/阵雨,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2076,2016年09月07日,多云/多云,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2077,2016年09月08日,晴/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
2078,2016年09月09日,晴/多云,31℃/19℃,无持续风向≤3级/无持续风向≤3级
2079,2016年09月10日,多云/阵雨,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2080,2016年09月11日,雷阵雨/多云,23℃/18℃,无持续风向≤3级/无持续风向≤3级
2081,2016年09月12日,多云/多云,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2082,2016年09月13日,多云/多云,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2083,2016年09月14日,多云/多云,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2084,2016年09月15日,晴/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2085,2016年09月16日,雷阵雨/阵雨,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2086,2016年09月17日,多云/小雨,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2087,2016年09月18日,阵雨/阴,21℃/15℃,无持续风向≤3级/无持续风向≤3级
2088,2016年09月19日,晴/晴,25℃/13℃,无持续风向≤3级/无持续风向≤3级
2089,2016年09月20日,晴/多云,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2090,2016年09月21日,阵雨/多云,24℃/16℃,无持续风向≤3级/无持续风向≤3级
2091,2016年09月22日,阵雨/雷阵雨,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2092,2016年09月23日,雾/雷阵雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2093,2016年09月24日,多云/雷阵雨,29℃/20℃,无持续风向≤3级/无持续风向≤3级
2094,2016年09月25日,多云/霾,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2095,2016年09月26日,阵雨/多云,24℃/18℃,无持续风向≤3级/北风3-4级
2096,2016年09月27日,多云/晴,23℃/12℃,北风4-5级/北风3-4级
2097,2016年09月28日,晴/晴,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2098,2016年09月29日,晴/多云,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2099,2016年09月30日,晴/霾,24℃/14℃,无持续风向≤3级/无持续风向≤3级
2100,2016年10月01日,霾/霾,25℃/15℃,无持续风向≤3级/无持续风向≤3级
2101,2016年10月02日,霾/霾,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2102,2016年10月03日,霾/阵雨,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2103,2016年10月04日,阵雨/晴,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2104,2016年10月05日,晴/多云,24℃/13℃,无持续风向≤3级/无持续风向≤3级
2105,2016年10月06日,小雨/小到中雨,17℃/14℃,无持续风向≤3级/无持续风向≤3级
2106,2016年10月07日,小雨/多云,16℃/11℃,北风4-5级/北风4-5级
2107,2016年10月08日,晴/晴,19℃/5℃,北风4-5级/无持续风向≤3级
2108,2016年10月09日,多云/晴,18℃/8℃,无持续风向≤3级/无持续风向≤3级
2109,2016年10月10日,多云/晴,19℃/9℃,无持续风向≤3级/北风3-4级
2110,2016年10月11日,晴/多云,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2111,2016年10月12日,多云/霾,19℃/10℃,无持续风向≤3级/无持续风向≤3级
2112,2016年10月13日,霾/霾,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2113,2016年10月14日,霾/霾,23℃/13℃,无持续风向≤3级/无持续风向≤3级
2114,2016年10月15日,小雨/小雨,17℃/11℃,无持续风向≤3级/无持续风向≤3级
2115,2016年10月16日,阴/晴,21℃/12℃,无持续风向≤3级/无持续风向≤3级
2116,2016年10月17日,晴/晴,21℃/10℃,无持续风向≤3级/无持续风向≤3级
2117,2016年10月18日,晴/多云,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2118,2016年10月19日,霾/小雨,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2119,2016年10月20日,小雨/小雨,15℃/11℃,无持续风向≤3级/无持续风向≤3级
2120,2016年10月21日,小雨/小雨,13℃/10℃,无持续风向≤3级/无持续风向≤3级
2121,2016年10月22日,阴/多云,14℃/7℃,无持续风向≤3级/无持续风向≤3级
2122,2016年10月23日,晴/多云,15℃/5℃,无持续风向≤3级/无持续风向≤3级
2123,2016年10月24日,多云/霾,14℃/6℃,无持续风向≤3级/无持续风向≤3级
2124,2016年10月25日,霾/霾,17℃/10℃,无持续风向≤3级/无持续风向≤3级
2125,2016年10月26日,多云/阴,15℃/9℃,无持续风向≤3级/无持续风向≤3级
2126,2016年10月27日,小雨/小雨,11℃/6℃,无持续风向≤3级/北风3-4级
2127,2016年10月28日,晴/晴,13℃/2℃,北风3-4级/无持续风向≤3级
2128,2016年10月29日,晴/多云,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2129,2016年10月30日,多云/晴,13℃/3℃,北风3-4级/北风3-4级
2130,2016年10月31日,晴/晴,6℃/-2℃,无持续风向≤3级/无持续风向≤3级
2131,2016年11月01日,多云/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2132,2016年11月02日,晴/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2133,2016年11月03日,霾/霾,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2134,2016年11月04日,霾/霾,15℃/4℃,无持续风向≤3级/无持续风向≤3级
2135,2016年11月05日,多云/阴,17℃/3℃,无持续风向≤3级/无持续风向≤3级
2136,2016年11月06日,阴/小雨,10℃/4℃,无持续风向≤3级/无持续风向≤3级
2137,2016年11月07日,阴/晴,12℃/2℃,北风4-5级/无持续风向≤3级
2138,2016年11月08日,晴/晴,10℃/-1℃,无持续风向<3级/无持续风向<3级
2139,2016年11月09日,霾/霾,10℃/2℃,无持续风向<3级/无持续风向<3级
2140,2016年11月10日,霾/多云,8℃/1℃,无持续风向≤3级/无持续风向≤3级
2141,2016年11月11日,多云/晴,11℃/1℃,无持续风向≤3级/无持续风向≤3级
2142,2016年11月12日,晴/霾,12℃/2℃,无持续风向≤3级/无持续风向≤3级
2143,2016年11月13日,霾/霾,11℃/3℃,无持续风向≤3级/北风3-4级
2144,2016年11月14日,晴/晴,13℃/-2℃,北风4-5级/无持续风向≤3级
2145,2016年11月15日,晴/多云,11℃/0℃,无持续风向≤3级/无持续风向≤3级
2146,2016年11月16日,晴/霾,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2147,2016年11月17日,霾/霾,7℃/4℃,无持续风向≤3级/无持续风向≤3级
2148,2016年11月18日,霾/霾,10℃/6℃,无持续风向≤3级/无持续风向≤3级
2149,2016年11月19日,晴/小雨,14℃/3℃,北风3-4级/无持续风向≤3级
2150,2016年11月20日,雨夹雪/大雪,5℃/-1℃,无持续风向≤3级/北风3-4级
2151,2016年11月21日,小雪/晴,0℃/-9℃,北风4-5级/北风3-4级
2152,2016年11月22日,晴/多云,0℃/-8℃,北风3-4级/无持续风向≤3级
2153,2016年11月23日,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
2154,2016年11月24日,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2155,2016年11月25日,霾/霾,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2156,2016年11月26日,霾/霾,8℃/-4℃,无持续风向≤3级/北风3-4级
2157,2016年11月27日,晴/晴,8℃/-4℃,北风3-4级/无持续风向≤3级
2158,2016年11月28日,晴/霾,8℃/-4℃,无持续风向≤3级/无持续风向≤3级
2159,2016年11月29日,雨夹雪/雨夹雪,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2160,2016年11月30日,霾/晴,9℃/-1℃,南风≤3级/西北风≤3级
2161,2016年12月01日,晴/晴,9℃/-4℃,西北风≤3级/西南风≤3级
2162,2016年12月02日,霾/霾,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
2163,2016年12月03日,霾/霾,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2164,2016年12月04日,霾/霾,9℃/-2℃,北风≤3级/北风≤3级
2165,2016年12月05日,晴/晴,6℃/-5℃,北风3-4级/无持续风向≤3级
2166,2016年12月06日,晴/晴,6℃/-3℃,南风≤3级/北风≤3级
2167,2016年12月07日,多云/阴,8℃/-2℃,南风≤3级/西南风≤3级
2168,2016年12月08日,晴/晴,9℃/-2℃,西北风4-5级/北风3-4级
2169,2016年12月09日,晴/晴,5℃/-5℃,北风≤3级/北风≤3级
2170,2016年12月10日,晴/霾,5℃/-4℃,南风≤3级/北风≤3级
2171,2016年12月11日,霾/霾,4℃/-1℃,南风≤3级/北风≤3级
2172,2016年12月12日,霾/多云,6℃/-3℃,北风≤3级/北风≤3级
2173,2016年12月13日,多云/晴,4℃/-6℃,北风≤3级/北风≤3级
2174,2016年12月14日,晴/晴,2℃/-6℃,南风≤3级/南风≤3级
2175,2016年12月15日,晴/晴,6℃/-6℃,北风3-4级/南风≤3级
2176,2016年12月16日,霾/霾,6℃/-5℃,西南风≤3级/西南风≤3级
2177,2016年12月17日,霾/霾,6℃/-4℃,东风≤3级/北风≤3级
2178,2016年12月18日,霾/霾,7℃/-4℃,北风≤3级/北风≤3级
2179,2016年12月19日,霾/霾,8℃/-4℃,西南风≤3级/北风≤3级
2180,2016年12月20日,霾/雾,5℃/-2℃,南风≤3级/北风≤3级
2181,2016年12月21日,霾/雾,3℃/-3℃,北风≤3级/北风≤3级
2182,2016年12月22日,晴/晴,6℃/-5℃,西北风3-4级/北风3-4级
2183,2016年12月23日,晴/多云,3℃/-6℃,北风≤3级/北风≤3级
2184,2016年12月24日,多云/霾,4℃/-5℃,南风≤3级/北风≤3级
2185,2016年12月25日,霾/小雪,3℃/-2℃,南风≤3级/北风≤3级
2186,2016年12月26日,阴/多云,4℃/-7℃,南风≤3级/北风≤3级
2187,2016年12月27日,晴/晴,3℃/-7℃,南风≤3级/北风≤3级
2188,2016年12月28日,晴/晴,4℃/-7℃,北风3-4级/北风3-4级
2189,2016年12月29日,晴/多云,4℃/-7℃,南风≤3级/北风≤3级
2190,2016年12月30日,霾/霾,2℃/-6℃,北风≤3级/南风≤3级
2191,2016年12月31日,霾/霾,3℃/-6℃,西南风≤3级/北风≤3级
2192,2017年01月01日,霾/霾,6℃/-3℃,南风≤3级/北风≤3级
2193,2017年01月02日,晴/霾,6℃/-6℃,南风≤3级/南风≤3级
2194,2017年01月03日,霾/霾,5℃/-5℃,南风≤3级/南风≤3级
2195,2017年01月04日,霾/霾,6℃/-5℃,北风≤3级/北风≤3级
2196,2017年01月05日,小雪/霾,2℃/-4℃,北风≤3级/北风≤3级
2197,2017年01月06日,霾/雾,4℃/-2℃,南风≤3级/北风≤3级
2198,2017年01月07日,小雪/雾,3℃/-3℃,北风≤3级/西北风≤3级
2199,2017年01月08日,晴/晴,5℃/-4℃,北风≤3级/北风4-5级
2200,2017年01月09日,晴/晴,4℃/-5℃,西南风≤3级/南风≤3级
2201,2017年01月10日,晴/晴,4℃/-6℃,北风3-4级/南风≤3级
2202,2017年01月11日,晴/晴,5℃/-5℃,西南风≤3级/北风≤3级
2203,2017年01月12日,晴/晴,6℃/-4℃,北风≤3级/北风≤3级
2204,2017年01月13日,晴/晴,4℃/-4℃,北风4-5级/北风≤3级
2205,2017年01月14日,晴/晴,3℃/-7℃,东北风≤3级/东南风≤3级
2206,2017年01月15日,多云/霾,0℃/-6℃,南风≤3级/东南风≤3级
2207,2017年01月16日,小雪/霾,1℃/-5℃,东风≤3级/北风≤3级
2208,2017年01月17日,霾/晴,3℃/-5℃,北风≤3级/北风≤3级
2209,2017年01月18日,多云/小雪,2℃/-4℃,东北风≤3级/北风3-4级
2210,2017年01月19日,晴/晴,2℃/-8℃,北风5-6级/北风3-4级
2211,2017年01月20日,晴/多云,1℃/-8℃,北风≤3级/北风≤3级
2212,2017年01月21日,晴/晴,0℃/-9℃,北风4-5级/西北风≤3级
2213,2017年01月22日,晴/晴,0℃/-10℃,南风≤3级/南风≤3级
2214,2017年01月23日,晴/晴,1℃/-8℃,北风≤3级/南风≤3级
2215,2017年01月24日,晴/多云,3℃/-7℃,南风≤3级/南风≤3级
2216,2017年01月25日,晴/阴,4℃/-4℃,南风≤3级/北风≤3级
